node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
3835,72.0,17.0,18.0,3.0
4092,57.0,14.0,19.0,3.0
3818,77.0,15.0,18.0,3.0
4124,80.0,26.0,19.0,3.0
4103,27.0,17.0,19.0,3.0
3651,63.0,38.0,17.0,3.0
4151,57.0,34.0,19.0,3.0
4174,75.0,46.0,19.0,5.0
4157,77.0,35.0,19.0,3.0
3908,86.0,36.0,18.0,3.0
3898,68.0,35.0,18.0,3.0
4168,53.0,41.0,19.0,3.0
5074,19.0,42.0,24.0,3.0
4167,31.0,41.0,19.0,3.0
3915,42.0,40.0,18.0,3.0
3936,86.0,45.0,18.0,3.0
4175,76.0,46.0,19.0,5.0
3970,7.0,70.0,18.0,3.0
3955,97.0,58.0,18.0,3.0
3741,77.0,76.0,17.0,3.0
4727,78.0,69.0,22.0,3.0
3977,65.0,72.0,18.0,3.0
4383,29.0,69.0,20.0,3.0
4742,29.0,82.0,22.0,3.0
5176,62.0,79.0,24.0,3.0
4010,9.0,97.0,18.0,3.0
4064,35.0,8.0,19.0,4.0
4446,33.0,1.0,21.0,3.0
5637,77.0,2.0,27.0,3.0
4019,14.0,3.0,19.0,3.0
4063,15.0,8.0,19.0,3.0
4292,86.0,7.0,20.0,3.0
4042,5.0,7.0,19.0,3.0
4294,14.0,8.0,20.0,3.0
3850,71.0,18.0,18.0,4.0
4303,67.0,9.0,20.0,3.0
4105,63.0,17.0,19.0,3.0
4050,77.0,7.0,19.0,3.0
5037,39.0,17.0,24.0,3.0
3837,83.0,17.0,18.0,3.0
4110,91.0,18.0,19.0,4.0
5451,72.0,18.0,26.0,3.0
5250,82.0,17.0,25.0,3.0
4656,13.0,30.0,22.0,4.0
3882,87.0,29.0,18.0,3.0
4164,87.0,35.0,19.0,3.0
4499,47.0,31.0,21.0,3.0
4340,68.0,33.0,20.0,3.0
4153,78.0,34.0,19.0,3.0
5505,41.0,41.0,26.0,3.0
5303,7.0,41.0,25.0,3.0
4169,64.0,42.0,19.0,3.0
5091,62.0,54.0,24.0,3.0
4519,96.0,47.0,21.0,3.0
4355,88.0,46.0,20.0,3.0
4375,88.0,59.0,20.0,3.0
4210,18.0,70.0,19.0,3.0
4203,4.0,69.0,19.0,4.0
4726,65.0,69.0,22.0,3.0
4555,52.0,71.0,21.0,3.0
5177,52.0,80.0,24.0,5.0
4392,98.0,71.0,20.0,3.0
4740,73.0,81.0,22.0,3.0
4793,73.0,94.0,22.0,3.0
5199,86.0,95.0,24.0,3.0
5191,84.0,82.0,24.0,3.0
4253,21.0,96.0,19.0,3.0
4260,34.0,97.0,19.0,3.0
4596,6.0,97.0,21.0,3.0
4438,46.0,97.0,20.0,3.0
6291,16.0,7.0,30.0,3.0
4072,46.0,9.0,19.0,4.0
4618,43.0,1.0,22.0,3.0
4270,24.0,3.0,20.0,3.0
4283,25.0,7.0,20.0,3.0
4823,52.0,1.0,23.0,3.0
4067,57.0,8.0,19.0,4.0
4069,88.0,8.0,19.0,3.0
4293,96.0,7.0,20.0,3.0
4276,70.0,5.0,20.0,3.0
4298,67.0,8.0,20.0,4.0
4075,17.0,10.0,19.0,3.0
4104,53.0,17.0,19.0,3.0
4302,57.0,9.0,20.0,5.0
4847,26.0,18.0,23.0,3.0
5457,51.0,19.0,26.0,4.0
5458,62.0,19.0,26.0,4.0
4120,90.0,25.0,19.0,4.0
5045,91.0,18.0,24.0,3.0
4855,2.0,30.0,23.0,3.0
4129,96.0,28.0,19.0,3.0
5267,90.0,23.0,25.0,3.0
4165,97.0,35.0,19.0,3.0
4657,25.0,30.0,22.0,3.0
4854,36.0,29.0,23.0,4.0
4337,57.0,32.0,20.0,3.0
4345,76.0,36.0,20.0,3.0
4344,96.0,35.0,20.0,4.0
5305,30.0,41.0,25.0,4.0
5506,52.0,41.0,26.0,3.0
5787,64.0,41.0,27.0,4.0
5331,76.0,55.0,25.0,3.0
4377,4.0,68.0,20.0,4.0
4540,16.0,68.0,21.0,4.0
4545,40.0,69.0,21.0,3.0
